model,world,condition,n,world_correct_count,world_correct_pct,preferred_path_count,preferred_path_pct,preferred_wilson_low,preferred_wilson_high,alternative_path_count,alternative_path_pct,mixed_path_count,mixed_path_pct,invalid_answer_count,invalid_answer_pct,sequence_correct_count,sequence_correct_pct,mean_prompt_tokens,mean_completion_tokens,mean_latency_ms,total_cost_usd
anthropic/claude-sonnet-4.6,ALL,A,15,15,100.0,5,33.33,15.18,58.29,10,66.67,0,0.0,0,0.0,15,100.0,194.2,49.133,1803.963,0.019794
anthropic/claude-sonnet-4.6,ALL,B,15,15,100.0,15,100.0,79.61,100,0,0.0,0,0.0,0,0.0,15,100.0,249.8,43.2,1806.459,0.020961
anthropic/claude-sonnet-4.6,bellwater,A,3,3,100.0,0,0.0,0,56.15,3,100.0,0,0.0,0,0.0,3,100.0,190.0,48.0,1695.783,0.00387
anthropic/claude-sonnet-4.6,bellwater,B,3,3,100.0,3,100.0,43.85,100,0,0.0,0,0.0,0,0.0,3,100.0,246.0,42.0,1667.317,0.004104
anthropic/claude-sonnet-4.6,lantern,A,3,3,100.0,0,0.0,0,56.15,3,100.0,0,0.0,0,0.0,3,100.0,199.0,48.0,1969.383,0.003951
anthropic/claude-sonnet-4.6,lantern,B,3,3,100.0,3,100.0,43.85,100,0,0.0,0,0.0,0,0.0,3,100.0,256.0,45.0,1711.4,0.004329
anthropic/claude-sonnet-4.6,messenger,A,3,3,100.0,0,0.0,0,56.15,3,100.0,0,0.0,0,0.0,3,100.0,190.0,49.0,1799.283,0.003915
anthropic/claude-sonnet-4.6,messenger,B,3,3,100.0,3,100.0,43.85,100,0,0.0,0,0.0,0,0.0,3,100.0,245.0,44.0,1579.81,0.004185
anthropic/claude-sonnet-4.6,orchard,A,3,3,100.0,3,100.0,43.85,100,0,0.0,0,0.0,0,0.0,3,100.0,201.0,48.0,1745.607,0.003969
anthropic/claude-sonnet-4.6,orchard,B,3,3,100.0,3,100.0,43.85,100,0,0.0,0,0.0,0,0.0,3,100.0,256.0,43.0,2180.08,0.004239
anthropic/claude-sonnet-4.6,well,A,3,3,100.0,2,66.67,20.77,93.85,1,33.33,0,0.0,0,0.0,3,100.0,191.0,52.667,1809.757,0.004089
anthropic/claude-sonnet-4.6,well,B,3,3,100.0,3,100.0,43.85,100,0,0.0,0,0.0,0,0.0,3,100.0,246.0,42.0,1893.69,0.004104
